frame, fps, time
497, 93.31841, 4.587914
498, 130.3271, 4.595586
499, 101.657, 4.605423
500, 108.9918, 4.614598
501, 96.19084, 4.624994
502, 131.096, 4.632622
503, 97.2668, 4.642903
504, 89.05512, 4.654132
505, 120.8459, 4.662407
506, 97.21007, 4.672694
507, 104.9538, 4.682222
508, 105.753, 4.691679
509, 107.6658, 4.700966
510, 101.8537, 4.710784
511, 104.9428, 4.720314
512, 98.27044, 4.73049
513, 97.53243, 4.740743
514, 104.9428, 4.750272
515, 95.90486, 4.760699
516, 111.6445, 4.769656
517, 89.91997, 4.780777
518, 95.64802, 4.791232
519, 96.15385, 4.801631
520, 109.9626, 4.810726
521, 98.92175, 4.820835
522, 106.8947, 4.83019
523, 111.1605, 4.839186
524, 88.48775, 4.850487
525, 120.54, 4.858783
526, 111.3834, 4.867761
527, 107.3192, 4.877079
528, 112.9561, 4.885931
529, 102.8912, 4.89565
530, 113.0966, 4.904492
531, 96.69309, 4.914834
532, 112.0699, 4.923758
533, 106.1121, 4.933182
534, 90.35056, 4.94425
535, 110.9385, 4.953264
536, 123.9618, 4.961331
537, 99.08839, 4.971423
538, 112.5492, 4.980308
539, 102.0825, 4.990104
540, 108.7311, 4.999301
541, 90.05764, 5.010405
542, 130.8044, 5.01805
543, 88.16787, 5.029392
544, 114.0901, 5.038157
545, 111.7194, 5.047109
546, 100.634, 5.057045
547, 104.5806, 5.066607
548, 103.5518, 5.076264
549, 104.9759, 5.08579
550, 101.6984, 5.095623
551, 116.2115, 5.104228
552, 102.239, 5.114009
553, 102.9336, 5.123724
554, 115.0748, 5.132414
555, 102.5326, 5.142167
556, 105.3519, 5.151659
557, 87.03978, 5.163148
558, 113.353, 5.17197
559, 111.7568, 5.180918
560, 97.10623, 5.191216
561, 118.2592, 5.199672
562, 100.02, 5.20967
563, 97.0968, 5.219969
564, 107.446, 5.229276
565, 104.0691, 5.238885
566, 95.47451, 5.249359
567, 99.87017, 5.259372
568, 119.0476, 5.267772
569, 99.72078, 5.2778
570, 97.53243, 5.288053
571, 103.4875, 5.297716
572, 94.53583, 5.308294
573, 117.8411, 5.31678
574, 97.24789, 5.327063
575, 129.4163, 5.33479
576, 99.63136, 5.344827
577, 109.6852, 5.353944
578, 96.55305, 5.364301
579, 107.032, 5.373644
580, 108.4599, 5.382864
581, 104.1233, 5.392468
582, 111.9695, 5.4014
583, 101.8849, 5.411215
584, 109.8056, 5.420322
585, 99.38382, 5.430384
586, 99.66116, 5.440418
587, 104.0042, 5.450033
588, 104.9759, 5.459559
589, 110.1079, 5.468641
590, 104.3841, 5.478221
591, 99.34433, 5.488287
592, 107.8749, 5.497557
593, 100.3814, 5.507519
594, 106.8719, 5.516876
595, 107.2846, 5.526197
596, 103.9285, 5.53582
597, 101.7191, 5.54565
598, 106.792, 5.555015
599, 111.5947, 5.563976
600, 88.73115, 5.575246
601, 115.714, 5.583888
602, 119.2464, 5.592274
603, 95.52923, 5.602742
604, 114.9954, 5.611438
605, 113.2631, 5.620267
606, 109.4451, 5.629405
607, 91.88643, 5.640287
608, 109.0988, 5.649453
609, 103.9501, 5.659073
610, 100.2104, 5.669052
611, 102.6062, 5.678798
612, 106.9748, 5.688146
613, 105.5075, 5.697624
614, 103.6269, 5.707274
615, 106.2022, 5.716691
616, 95.45628, 5.727167
617, 104.4932, 5.736737
618, 107.9331, 5.746002
619, 106.5644, 5.755386
620, 103.584, 5.76504
621, 96.42271, 5.775411
622, 113.5976, 5.784214
623, 106.0895, 5.79364
624, 105.3075, 5.803136
625, 100.8675, 5.81305
626, 95.73959, 5.823495
627, 116.0766, 5.83211
628, 102.0825, 5.841907
629, 105.3519, 5.851398
630, 99.75063, 5.861423
631, 105.2964, 5.870921
632, 105.0641, 5.880439
633, 104.5151, 5.890007
634, 105.7753, 5.899461
635, 101.2761, 5.909335
636, 114.8501, 5.918042
637, 99.83029, 5.928059
638, 110.6562, 5.937096
639, 91.96248, 5.947969
640, 92.18289, 5.958817
641, 102.5431, 5.968569
642, 78.93906, 5.981237
643, 94.05568, 5.991869
644, 131.2508, 5.999488
645, 134.1742, 6.006941
646, 119.9041, 6.015281
647, 94.67007, 6.025844
648, 102.8912, 6.035563
649, 107.5153, 6.044864
650, 104.7449, 6.054411
651, 111.7443, 6.06336
652, 96.9462, 6.073675
653, 112.3848, 6.082573
654, 88.30802, 6.093897
655, 106.2925, 6.103305
656, 111.9946, 6.112234
657, 104.3188, 6.121819
658, 108.3893, 6.131045
659, 98.31875, 6.141216
660, 99.01971, 6.151315
661, 106.8947, 6.16067
662, 101.0918, 6.170562
663, 107.7586, 6.179842
664, 92.2169, 6.190687
665, 101.9056, 6.2005
666, 104.8988, 6.210032
667, 95.86809, 6.220463
668, 112.0951, 6.229384
669, 102.1972, 6.23917
670, 103.5304, 6.248828
671, 102.6589, 6.258569
672, 107.2616, 6.267892
673, 102.0721, 6.277689
674, 106.5644, 6.287074
675, 106.8719, 6.296431
676, 96.45992, 6.306798
677, 112.0574, 6.315722
678, 107.3422, 6.325037
679, 96.45061, 6.335405
680, 117.4122, 6.343922
681, 98.80447, 6.354043
682, 106.2022, 6.363459
683, 89.96851, 6.374574
684, 117.3296, 6.383097
685, 101.0101, 6.392997
686, 91.25753, 6.403955
687, 116.0227, 6.412574
688, 93.79103, 6.423236
689, 110.3387, 6.432299
690, 99.11785, 6.442388
691, 104.0908, 6.451995
692, 93.82623, 6.462653
693, 112.1705, 6.471568
694, 105.0972, 6.481082
695, 91.8358, 6.491971
696, 124.7038, 6.49999
697, 95.93246, 6.510415
698, 99.95003, 6.52042
699, 112.3217, 6.529323
700, 105.8201, 6.538773
701, 109.565, 6.5479
702, 94.29514, 6.558505
703, 112.4733, 6.567396
704, 106.022, 6.576828
705, 108.6838, 6.586029
706, 92.6269, 6.596825
707, 100.7354, 6.606751
708, 104.1884, 6.616349
709, 86.64761, 6.62789
710, 135.3546, 6.635278
711, 103.2311, 6.644965
712, 105.1083, 6.654479
713, 98.95112, 6.664585
714, 103.7452, 6.674224
715, 109.0037, 6.683398
716, 93.65927, 6.694075
717, 101.5538, 6.703922
718, 106.9633, 6.713271
719, 102.6273, 6.723015
720, 103.4447, 6.732682
721, 96.9744, 6.742994
722, 101.9992, 6.752798
723, 91.39097, 6.76374
724, 99.55202, 6.773785
725, 125.2819, 6.781766
726, 98.64851, 6.791903
727, 109.9626, 6.800998
728, 99.3937, 6.811059
729, 93.85265, 6.821713
730, 104.0474, 6.831325
731, 97.37099, 6.841595
732, 118.638, 6.850024
733, 98.86308, 6.860139
734, 95.02994, 6.870662
735, 85.80009, 6.882317
736, 97.11566, 6.892613
737, 90.2853, 6.903689
738, 143.0615, 6.910679
739, 89.42144, 6.921862
740, 104.7011, 6.931413
741, 87.16116, 6.942886
742, 87.49672, 6.954315
743, 99.31473, 6.964384
744, 89.87956, 6.97551
745, 92.81604, 6.986284
746, 96.75859, 6.996619
747, 95.31071, 7.007111
748, 99.48269, 7.017163
749, 83.16008, 7.029188
750, 101.3274, 7.039057
751, 88.44861, 7.050363
752, 85.81481, 7.062016
753, 89.25384, 7.07322
754, 103.7667, 7.082857
755, 113.3016, 7.091682
756, 123.8083, 7.09976
757, 103.1885, 7.109451
