frame, fps, time
601, 90.45681, 6.353678
602, 88.60535, 6.364964
603, 90.42409, 6.376023
604, 83.52126, 6.387996
605, 92.42999, 6.398815
606, 91.65063, 6.409726
607, 86.77543, 6.42125
608, 88.99172, 6.432487
609, 91.39097, 6.443429
610, 87.44316, 6.454865
611, 89.46944, 6.466042
612, 91.65063, 6.476953
613, 86.02891, 6.488577
614, 85.20065, 6.500314
615, 91.04151, 6.511298
616, 46.23422, 6.532927
617, 102.0929, 6.542722
618, 89.9038, 6.553845
619, 94.18857, 6.564462
620, 88.11349, 6.575811
621, 80.87997, 6.588175
622, 87.88119, 6.599554
623, 90.7441, 6.610574
624, 84.55945, 6.6224
625, 87.80402, 6.633789
626, 85.18613, 6.645527
627, 79.15776, 6.65816
628, 86.93385, 6.669663
629, 84.41668, 6.681509
630, 82.19628, 6.693676
631, 94.85866, 6.704217
632, 92.39582, 6.71504
633, 89.07099, 6.726267
634, 90.63718, 6.7373
635, 89.37349, 6.748489
636, 90.22014, 6.759573
637, 39.20185, 6.785082
638, 92.73857, 6.795866
639, 89.14245, 6.807084
640, 86.73027, 6.818614
641, 89.21403, 6.829823
642, 91.45784, 6.840756
643, 87.27527, 6.852214
644, 91.22423, 6.863176
645, 88.27683, 6.874505
646, 86.30362, 6.886092
647, 94.18857, 6.896708
648, 88.83362, 6.907966
649, 90.09821, 6.919065
650, 93.30099, 6.929782
651, 90.26086, 6.940861
652, 86.47527, 6.952425
653, 93.54537, 6.963115
654, 90.2853, 6.974191
655, 81.36697, 6.986481
656, 94.41087, 6.997073
657, 87.14597, 7.008548
658, 76.17307, 7.021676
659, 64.73749, 7.037123
660, 118.2313, 7.045581
661, 85.6898, 7.057251
662, 82.61049, 7.069356
663, 82.01427, 7.08155
664, 86.20689, 7.09315
665, 84.30282, 7.105011
666, 84.84643, 7.116797
667, 87.06251, 7.128284
668, 75.93015, 7.141453
669, 92.687, 7.152242
670, 86.4379, 7.163811
671, 85.46278, 7.175512
672, 84.90406, 7.18729
673, 85.77065, 7.198949
674, 90.03331, 7.210056
675, 83.40283, 7.222046
676, 86.18461, 7.233649
677, 87.85802, 7.245031
678, 82.82945, 7.257104
679, 86.73779, 7.268633
680, 87.60403, 7.280048
681, 84.72422, 7.291852
682, 84.74577, 7.303651
683, 86.05112, 7.315272
684, 85.77065, 7.326931
685, 69.7496, 7.341269
686, 113.0327, 7.350116
687, 87.01705, 7.361608
688, 81.00446, 7.373952
689, 85.37522, 7.385665
690, 86.29617, 7.397254
691, 83.04958, 7.409295
692, 82.7609, 7.421378
693, 83.93487, 7.433291
694, 78.62872, 7.44601
695, 87.41259, 7.457449
696, 84.60953, 7.469268
697, 57.31973, 7.486714
698, 99.34433, 7.49678
699, 84.99787, 7.508545
700, 81.82636, 7.520766
701, 77.44134, 7.533679
702, 92.43853, 7.544497
703, 82.21656, 7.556661
704, 78.73396, 7.569362
705, 89.87956, 7.580488
706, 80.15389, 7.592964
707, 78.86436, 7.605644
708, 85.85165, 7.617292
709, 81.97393, 7.629491
710, 79.25186, 7.642109
711, 80.45699, 7.654538
712, 83.91373, 7.666455
713, 62.8575, 7.682364
714, 96.91801, 7.692682
